,playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,AdjustedPossessions
0,101107,Marvin Williams,-0.21,296.0,-0.71,412.0,0.5,82.0,5
1,101108,Chris Paul,1.16,47.0,0.35,114.0,0.81,49.0,5
2,101133,Ian Mahinmi,-0.18,290.0,0.11,190.0,-0.29,348.0,5
3,101139,CJ Miles,-0.28,313.0,-0.56,392.0,0.28,131.0,5
4,101141,Ersan Ilyasova,0.29,151.0,-0.19,326.0,0.48,85.0,5
5,101150,Lou Williams,0.68,88.0,0.05,224.0,0.64,66.0,5
6,1626143,Jahlil Okafor,-0.8,394.0,-0.79,424.0,-0.01,224.0,5
7,1626144,Emmanuel Mudiay,-0.82,398.0,-0.25,342.0,-0.57,393.0,5
8,1626145,Tyus Jones,-0.4,333.0,-0.51,383.0,0.12,171.0,5
9,1626149,Montrezl Harrell,1.72,18.0,0.9,37.0,0.82,47.0,5
10,1626153,Delon Wright,1.07,52.0,0.29,127.0,0.77,50.0,5
11,1626156,DAngelo Russell,-0.79,392.0,-0.73,416.0,-0.06,257.0,5
12,1626157,Karl-Anthony Towns,0.77,81.0,-1.12,449.0,1.89,3.0,5
13,1626158,Richaun Holmes,0.88,73.0,0.33,123.0,0.56,71.0,5
14,1626159,Justise Winslow,0.6,101.0,0.79,53.0,-0.19,313.0,5
15,1626161,Willie Cauley-Stein,-0.54,358.0,0.23,147.0,-0.77,425.0,5
16,1626162,Kelly Oubre Jr.,-0.44,339.0,-0.76,421.0,0.33,119.0,5
17,1626163,Frank Kaminsky,-0.55,361.0,-0.3,353.0,-0.25,329.0,5
18,1626164,Devin Booker,0.04,207.0,-1.44,463.0,1.48,10.0,5
19,1626167,Myles Turner,0.0,221.0,0.23,148.0,-0.23,324.0,5
20,1626168,Trey Lyles,-0.41,336.0,-0.8,426.0,0.39,108.0,5
21,1626169,Stanley Johnson,-0.09,250.0,0.06,214.0,-0.15,295.0,5
